,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,WDS(code),pmag,prot,origin
149,HD12482,Gaia DR3 507960391923112704,HD12482,HIP9659,-,TIC12106915,-,-,-,F6IV,PM*,31.0694,60.2443,-,,10.4,THE_stellar(RHK+Mamajek)
150,HD12569,Gaia DR3 507966473596728960,HD12569,HIP9726,-,TIC374124077,-,-,-,F7IV,PM*,31.2789,60.3454,-,,11.2,THE_stellar(RHK+Mamajek)
151,HD10780,Gaia DR3 512167948043650816,HD10780,HIP8362,GJ75,TIC373694425,-,-,J01477+6351A,K0V,BY*,26.9368,63.8525,01477+6351,14.4,21.5,THE_YARARA
151,HD10780,Gaia DR3 512167948043650816,HD10780,HIP8362,GJ75,TIC373694425,-,-,J01477+6351A,K0V,BY*,26.9368,63.8525,01477+6351,,19.5,THE_stellar(RHK+Mamajek)
152,HD13829,Gaia DR3 515529086371772032,HD13829,HIP10681,-,TIC374218538,-,-,-,F8,*,34.357,65.2621,-,,6.0,THE_stellar(RHK+Mamajek)
153,HD10195,Gaia DR3 520153632273949312,HD10195,HIP7949,-,TIC279205147,-,-,-,F5,PM*,25.5267,69.086,-,,5.08,THE_VSINI
153,HD10195,Gaia DR3 520153632273949312,HD10195,HIP7949,-,TIC279205147,-,-,-,F5,PM*,25.5267,69.086,-,,3.9,THE_stellar(RHK+Mamajek)
154,HD13579,Gaia DR3 520377795206114688,HD13579,HIP10531,GJ90,TIC379603165,-,-,J02157+6740A,K2,BY*,33.9273,67.6723,02157+6740,,22.3,THE_stellar(RHK+Mamajek)
156,HD4243,Gaia DR3 526172393287330304,HD4243,HIP3587,-,TIC368404959,-,-,-,G0,*,11.4484,66.4927,-,,7.8,THE_stellar(RHK+Mamajek)
157,HD3801,Gaia DR3 527630414422930944,HD3801,HIP3267,-,TIC284811120,-,-,-,F8,PM*,10.3943,65.8682,-,,9.9,THE_stellar(RHK+Mamajek)
159,HD2663,Gaia DR3 530133899320549888,HD2663,HIP2453,-,TIC407315823,-,-,-,F8,PM*,7.8038,69.7853,-,,29.3,THE_stellar(RHK+Mamajek)
160,HD9407,Gaia DR3 532057254394731776,HD9407,HIP7339,GJ59.1,TIC398018469,-,-,-,G6.5V,PM*,23.6386,68.9481,-,,22.1,THE_stellar(RHK+Mamajek)
161,38Cas,Gaia DR3 532462149551387776,HD9021,HIP7078,-,TIC353168694,-,38Cas,-,F6V,SB*,22.8073,70.2646,-,,3.74,THE_VSINI
162,HD5996,Gaia DR3 532870034006715264,HD5996,HIP4907,-,TIC379166346,-,-,-,G5V,BY*,15.7384,69.2271,-,,12.3,THE_stellar(RHK+Mamajek)
163,HD75302,Gaia DR3 581100382135253760,HD75302,HIP43297,-,TIC262587669,-,-,J08492+0329A,G5V,PM*,132.3022,3.4848,08492+0329,,12.7,THE_stellar(RHK+Mamajek)
163,HD75302,Gaia DR3 581100382135253760,HD75302,HIP43297,-,TIC262587669,-,-,J08492+0329A,G5V,PM*,132.3022,3.4848,08492+0329,5.0,,THE_YARARA
164,HD74156,Gaia DR3 582221750852254080,HD74156,HIP42723,-,TIC379949822,-,-,-,G1V,PM*,130.6047,4.5781,-,,12.9,THE_stellar(RHK+Mamajek)
164,HD74156,Gaia DR3 582221750852254080,HD74156,HIP42723,-,TIC379949822,-,-,-,G1V,PM*,130.6047,4.5781,-,,8.24,THE_VSINI
169,HD73668A,Gaia DR3 594641009565720192,HD73668A,HIP42488,-,TIC393124350,-,-,"J08397+0546Aa,Ab",G1V,PM*,129.9325,5.7642,08397+0546,,13.1,THE_stellar(RHK+Mamajek)
171,HD72946,Gaia DR3 594989417312890368,HD72946,HIP42173,GJ310.1B+GJ9271B,TIC468986285,-,-,J08358+0637B,G8-V,**,128.9636,6.6228,08358+0637,,8.3,THE_stellar(RHK+Mamajek)
172,HD75767,Gaia DR3 596878550087942528,HD75767,HIP43557,-,TIC459056725,-,-,J08523+0804A,G1.5V,SB*,133.0683,8.0629,08523+0804,,8.9,THE_stellar(RHK+Mamajek)
173,HD72780,Gaia DR3 601647853572646272,HD72780,HIP42112,-,TIC468983199,-,-,-,F8,PM*,128.7675,11.2837,-,,5.2,THE_stellar(RHK+Mamajek)
174,HD73667,Gaia DR3 602079652404802688,HD73667,HIP42499,GJ315+GJ315.0,TIC443965212,-,-,J08398+1131A,K2V,PM*,129.9616,11.5227,08398+1131,22.2,,THE_YARARA
174,HD73667,Gaia DR3 602079652404802688,HD73667,HIP42499,GJ315+GJ315.0,TIC443965212,-,-,J08398+1131A,K2V,PM*,129.9616,11.5227,08398+1131,,47.9,THE_stellar(RHK+Mamajek)
176,HD83683,Gaia DR3 614534817044398848,HD83683,HIP47468,-,TIC341500777,-,-,-,F8,PM*,145.1469,13.0538,-,,4.47,THE_VSINI
176,HD83683,Gaia DR3 614534817044398848,HD83683,HIP47468,-,TIC341500777,-,-,-,F8,PM*,145.1469,13.0538,-,,8.2,THE_stellar(RHK+Mamajek)
177,HD86133,Gaia DR3 627699888238838272,HD86133,HIP48785,-,TIC239205079,-,-,J09570+1946A,G0,PM*,149.2592,19.7624,09570+1946,,15.9,THE_stellar(RHK+Mamajek)
179,HD82443,Gaia DR3 646255212109355136,HD82443,HIP46843,GJ354.1+GJ354.1A+GJ9301A,TIC172533278,-,-,J09327+2659A,G9V(k),BY*,143.1823,26.9885,09327+2659,,1.0,THE_stellar(RHK+Mamajek)
179,HD82443,Gaia DR3 646255212109355136,HD82443,HIP46843,GJ354.1+GJ354.1A+GJ9301A,TIC172533278,-,-,J09327+2659A,G9V(k),BY*,143.1823,26.9885,09327+2659,,3.9,THE_VSINI
180,HD66348,Gaia DR3 653027276027556224,HD66348,HIP39418,-,TIC358089005,-,-,J08035+1211A,F8V,PM*,120.8697,12.1813,08035+1211,,7.7,THE_stellar(RHK+Mamajek)
181,HD67789,Gaia DR3 653820298787662464,HD67789,HIP39999,-,TIC27510756,-,-,J08101+1430A,F5,PM*,122.5273,14.508,08101+1430,,10.0,THE_stellar(RHK+Mamajek)
182,HD66922,Gaia DR3 654871397543215872,HD66922,HIP39650,-,TIC60227635,-,-,-,F5,*,121.5378,15.3467,-,,6.4,THE_stellar(RHK+Mamajek)
183,HD70843,Gaia DR3 656046844193198848,HD70843,HIP41226,-,TIC6953932,-,-,-,F5,PM*,126.1892,17.1818,-,,4.9,THE_stellar(RHK+Mamajek)
184,HD68168,Gaia DR3 656546537868692480,HD68168,HIP40133,-,TIC27549653,-,-,-,G0,PM*,122.955,16.5239,-,,21.2,THE_stellar(RHK+Mamajek)
184,HD68168,Gaia DR3 656546537868692480,HD68168,HIP40133,-,TIC27549653,-,-,-,G0,PM*,122.955,16.5239,-,23.0,,THE_YARARA
187,HD74655,Gaia DR3 661183762517030784,HD74655,HIP43004,-,TIC184916538,-,-,-,F8,SB*,131.4586,20.0223,-,,9.1,THE_stellar(RHK+Mamajek)
188,HD73344,Gaia DR3 666427539629086976,HD73344,HIP42403,-,TIC175193677,-,-,-,F6V,PM*,129.6897,23.6859,-,,5.0,THE_VSINI
188,HD73344,Gaia DR3 666427539629086976,HD73344,HIP42403,-,TIC175193677,-,-,-,F6V,PM*,129.6897,23.6859,-,,5.5,THE_stellar(RHK+Mamajek)
189,HD64468,Gaia DR3 670216834655936128,HD64468,HIP38657,GJ292.1,TIC293253336,-,-,J07549+1914A,K2.5V,SB*,118.7253,19.2363,07549+1914,,53.9,THE_stellar(RHK+Mamajek)
190,HD65430,Gaia DR3 670853314448533888,HD65430,HIP39064,GJ3471,TIC54234694,-,-,-,K0V,SB*,119.8914,20.8439,-,,45.8,THE_stellar(RHK+Mamajek)
191,HD62346,Gaia DR3 672866898196152064,HD62346,HIP37722,-,TIC62740103,-,-,-,G5,PM*,116.0579,20.2015,-,,31.3,THE_stellar(RHK+Mamajek)
192,HD69897,Gaia DR3 683184784030475520,HD69897,HIP40843,GJ303,TIC302188141,-,18Cnc+chiCnc,-,F6V,PM*,125.0161,27.2177,-,,6.5,THE_stellar(RHK+Mamajek)
193,HD76780,Gaia DR3 685042030968334592,HD76780,HIP44097,-,TIC203219063,-,-,J08589+2110A,G5,PM*,134.7322,21.1663,08589+2110,,14.9,THE_stellar(RHK+Mamajek)
194,HD76752,Gaia DR3 691401846741926400,HD76752,HIP44089,-,TIC126319262,-,-,-,G2V,PM*,134.7078,25.405,-,,24.8,THE_stellar(RHK+Mamajek)
195,HD80536,Gaia DR3 693631553243146624,HD80536,HIP45869,-,TIC149417907,-,-,-,G0,PM*,140.2942,25.1632,-,,13.1,THE_stellar(RHK+Mamajek)
196,HD80509,Gaia DR3 702505745951768448,HD80509,HIP45870,-,TIC8768025,-,-,-,F5,PM*,140.2992,34.9477,-,,9.9,THE_stellar(RHK+Mamajek)
197,HD73226,Gaia DR3 702798559642115584,HD73226,HIP42356,-,TIC117162940,-,-,-,G5,PM*,129.5354,26.049,-,,15.1,THE_stellar(RHK+Mamajek)
198,HD75732,Gaia DR3 704967037090946688,HD75732,HIP43587,GJ324A,TIC332064670,-,55Cnc+rhoCnc+rho01Cnc,J08526+2820A,K0IV-V,PM*,133.1492,28.3308,08526+2820,,36.8,THE_stellar(RHK+Mamajek)
198,HD75732,Gaia DR3 704967037090946688,HD75732,HIP43587,GJ324A,TIC332064670,-,55Cnc+rhoCnc+rho01Cnc,J08526+2820A,K0IV-V,PM*,133.1492,28.3308,08526+2820,11.0,,THE_YARARA
199,HD74057,Gaia DR3 709910784966516992,HD74057,HIP42753,-,TIC332146607,-,-,-,F8,SB*,130.6926,31.8626,-,,3.5,THE_stellar(RHK+Mamajek)
200,HD74011,Gaia DR3 711192403208467968,HD74011,HIP42734,-,TIC332147244,-,-,-,F8,PM*,130.6284,34.1877,-,,23.0,THE_stellar(RHK+Mamajek)
201,HD77408,Gaia DR3 712473918368645120,HD77408,HIP44441,-,TIC166595382,-,-,-,F6IV,PM*,135.8156,32.8814,-,,11.0,THE_stellar(RHK+Mamajek)
201,HD77408,Gaia DR3 712473918368645120,HD77408,HIP44441,-,TIC166595382,-,-,-,F6IV,PM*,135.8156,32.8814,-,,5.99,THE_VSINI
202,HD76349,Gaia DR3 712966087261585664,HD76349,HIP43904,-,TIC165986450,-,-,-,G0,*,134.1643,33.2578,-,,9.8,THE_stellar(RHK+Mamajek)
203,HD78366,Gaia DR3 714116137767540096,HD78366,HIP44897,GJ334.2,TIC355127594,-,-,-,G0IV-V,PM*,137.2128,33.8822,-,,6.9,THE_stellar(RHK+Mamajek)
204,5LMi,Gaia DR3 716109930305855360,HD75332,HIP43410,-,TIC284898141,-,5LMi,-,F7Vs,PM*,132.6343,33.2851,-,,1.5,THE_stellar(RHK+Mamajek)
206,HD76218,Gaia DR3 717094512905486976,HD76218,HIP43852,-,TIC188503588,-,-,-,G5V,*,133.982,36.1962,-,,6.6,THE_stellar(RHK+Mamajek)
207,HD77407,Gaia DR3 718976395775952256,HD77407,HIP44458,-,TIC88646759,-,-,J09035+3750A,G0V,PM*,135.8628,37.841,09035+3750,,4.6,THE_stellar(RHK+Mamajek)
209,HD75933,Gaia DR3 720011654692793472,HD75933,HIP43737,-,TIC188474788,-,-,-,G5,PM*,133.6255,40.1333,-,,15.2,THE_stellar(RHK+Mamajek)
212,HD89055,Gaia DR3 727103367251735040,HD89055,HIP50355,-,TIC1043986,-,-,J10169+2552A,G0V,PM*,154.236,25.8607,10169+2552,,1.0,THE_stellar(RHK+Mamajek)
212,HD89055,Gaia DR3 727103367251735040,HD89055,HIP50355,-,TIC1043986,-,-,J10169+2552A,G0V,PM*,154.236,25.8607,10169+2552,,1.21,THE_VSINI
213,HD94426,Gaia DR3 736376888838503936,HD94426,HIP53324,-,TIC101624378,-,-,-,F8V,PM*,163.6064,30.532,-,,11.5,THE_stellar(RHK+Mamajek)
214,24LMi,Gaia DR3 741184091114529792,HD88986,HIP50316,-,TIC1042868,-,24LMi,-,G2V,PM*,154.117,28.6825,-,,20.9,THE_stellar(RHK+Mamajek)
215,HD86728,Gaia DR3 746545172372256384,HD86728,HIP49081,GJ376+GJ376A,TIC172954294,-,20LMi+20LMiA,J10010+3155A,G3VaHdel1,PM*,150.2527,31.9237,10010+3155,50.0,24.0,THE_rotation_periods
215,HD86728,Gaia DR3 746545172372256384,HD86728,HIP49081,GJ376+GJ376A,TIC172954294,-,20LMi+20LMiA,J10010+3155A,G3VaHdel1,PM*,150.2527,31.9237,10010+3155,,24.5,THE_stellar(RHK+Mamajek)
216,HD87836,Gaia DR3 747090839376823552,HD87836,HIP49680,-,TIC407590949,-,-,-,G5,PM*,152.1244,33.5146,-,,26.2,THE_stellar(RHK+Mamajek)
217,HD87883,Gaia DR3 747266452000257280,HD87883,HIP49699,-,TIC407591082,-,-,-,K0V,PM*,152.1798,34.2423,-,,42.2,THE_stellar(RHK+Mamajek)
218,HD97334,Gaia DR3 761919883981626752,HD97334,HIP54745,GJ417+GJ417A,TIC85335212,-,-,J11125+3549A,G2,BY*,168.1348,35.8141,11125+3549,,4.0,THE_stellar(RHK+Mamajek)
219,HD100167,Gaia DR3 770810466284247936,HD100167,HIP56257,-,TIC18065952,-,-,-,F8,SB*,172.9746,41.4394,-,,12.1,THE_stellar(RHK+Mamajek)
221,47UMa,Gaia DR3 777254360337133312,HD95128,HIP53721,GJ407,TIC21535479,-,47UMa,-,G1-VFe-0.5,PM*,164.8666,40.4303,-,,20.0,THE_stellar(RHK+Mamajek)
221,47UMa,Gaia DR3 777254360337133312,HD95128,HIP53721,GJ407,TIC21535479,-,47UMa,-,G1-VFe-0.5,PM*,164.8666,40.4303,-,,25.0,THE_rotation_periods
222,HD97194,Gaia DR3 777967084390189696,HD97194,HIP54692,-,TIC156372021,-,-,J11118+4250A,F8,PM*,167.954,42.8321,11118+4250,,13.0,THE_stellar(RHK+Mamajek)
224,HD83525,Gaia DR3 797819831983352960,HD83525,HIP47436,-,TIC155230105,-,-,-,F5,PM*,144.9909,35.336,-,,4.91,THE_VSINI
224,HD83525,Gaia DR3 797819831983352960,HD83525,HIP47436,-,TIC155230105,-,-,-,F5,PM*,144.9909,35.336,-,,8.6,THE_stellar(RHK+Mamajek)
225,11LMi,Gaia DR3 798068905726303232,HD82885,HIP47080,GJ356A,TIC8915802,-,11LMi,J09357+3549A,G8Va,RS*,143.9146,35.8101,09357+3549,,18.1,THE_stellar(RHK+Mamajek)
227,HD89269,Gaia DR3 806000816970521728,HD89269,HIP50505,GJ3593,TIC39777146,-,-,J10189+4403A,G4V,PM*,154.7164,44.0483,10189+4403,,23.2,THE_stellar(RHK+Mamajek)
227,HD89269,Gaia DR3 806000816970521728,HD89269,HIP50505,GJ3593,TIC39777146,-,-,J10189+4403A,G4V,PM*,154.7164,44.0483,10189+4403,17.0,18.0,THE_rotation_periods
228,HD88984,Gaia DR3 810562347114361472,HD88984,HIP50366,-,TIC39733489,-,-,-,F5,PM*,154.2537,47.3084,-,,8.8,THE_stellar(RHK+Mamajek)
229,15LMi,Gaia DR3 821455861647126656,HD84737,HIP48113,GJ368,TIC23969522,-,15LMi,-,G0.5Va,PM*,147.1474,46.021,-,,16.7,THE_stellar(RHK+Mamajek)
229,15LMi,Gaia DR3 821455861647126656,HD84737,HIP48113,GJ368,TIC23969522,-,15LMi,-,G0.5Va,PM*,147.1474,46.021,-,,43.0,THE_rotation_periods
230,HD88230,Gaia DR3 823773494718931968,HD88230,HIP49908,GJ380,TIC371520835,-,-,J10114+4927A,K6VeFe-1,PM*,152.8422,49.4542,10114+4927,9.8,37.9,THE_YARARA
230,HD88230,Gaia DR3 823773494718931968,HD88230,HIP49908,GJ380,TIC371520835,-,-,J10114+4927A,K6VeFe-1,PM*,152.8422,49.4542,10114+4927,,40.1,THE_stellar(RHK+Mamajek)
232,HD92855,Gaia DR3 829777377964973952,HD92855,HIP52498,-,TIC150276644,-,-,J10435+4612B,F9V,SB*,161.0026,46.2067,10435+4612,,2.6,THE_stellar(RHK+Mamajek)
235,HD89652,Gaia DR3 834616362995049088,HD89652,HIP50742,-,TIC252478806,-,-,-,G0,PM*,155.4244,48.042,-,,20.3,THE_stellar(RHK+Mamajek)
236,HD91347,Gaia DR3 834923367257321856,HD91347,HIP51700,-,TIC311556725,-,-,-,F8,PM*,158.4606,49.1862,-,,10.0,THE_stellar(RHK+Mamajek)
240,HD88402,Gaia DR3 848195056719463680,HD88402,HIP50035,-,TIC371543499,-,-,-,G0,*,153.2335,51.476,-,,15.6,THE_stellar(RHK+Mamajek)
241,HD89389,Gaia DR3 851843030143428480,HD89389,HIP50606,-,TIC252475665,-,-,-,F8V,PM*,155.0617,53.7794,-,,16.8,THE_stellar(RHK+Mamajek)
242,36UMa,Gaia DR3 853819947756949120,HD90839,HIP51459,GJ395,TIC416519065,-,36UMa,J10306+5559A,F8V,PM*,157.6566,55.9805,10306+5559,,5.6,THE_stellar(RHK+Mamajek)
243,HD100203,Gaia DR3 859479413275804928,HD100203,HIP56290,GJ431.1,TIC100011351,-,-,J11323+6105AB,F8VmF5,**,173.0863,61.0825,11323+6105,,8.3,THE_stellar(RHK+Mamajek)
244,HD95638,Gaia DR3 861857244610039552,HD95638,-,-,TIC99842694,-,-,-,F7V,SB*,165.8411,61.6543,-,,4.2,THE_stellar(RHK+Mamajek)
245,HD59360,Gaia DR3 864706010518988800,HD59360,HIP36481,-,TIC60992062,-,-,-,G0,PM*,112.5975,19.8139,-,,3.7,THE_stellar(RHK+Mamajek)
246,HD58551,Gaia DR3 865962683591073408,HD58551,HIP36152,-,TIC60776796,-,-,-,F6V,PM*,111.7094,21.5357,-,,9.8,THE_stellar(RHK+Mamajek)
247,HD63333,Gaia DR3 867679158680505600,HD63333,HIP38172,-,TIC130160780,-,-,-,F5,PM*,117.3286,24.4887,-,,10.6,THE_stellar(RHK+Mamajek)
248,HD60298,Gaia DR3 868513756724899840,HD60298,HIP36874,-,TIC94920145,-,-,-,G0,PM*,113.71,24.9545,-,,21.7,THE_stellar(RHK+Mamajek)
250,HD63433,Gaia DR3 875071278432954240,HD63433,HIP38228,-,TIC130181866,-,-,-,G5V,MS*,117.4794,27.3632,-,,4.05,THE_VSINI
250,HD63433,Gaia DR3 875071278432954240,HD63433,HIP38228,-,TIC130181866,-,-,-,G5V,MS*,117.4794,27.3632,-,,4.6,THE_stellar(RHK+Mamajek)
251,HD65583,Gaia DR3 876370076542359936,HD65583,HIP39157,GJ295,TIC171523537,-,-,-,K0V_Fe-1.3,PM*,120.1339,29.2124,-,,40.4,THE_stellar(RHK+Mamajek)
251,HD65583,Gaia DR3 876370076542359936,HD65583,HIP39157,GJ295,TIC171523537,-,-,-,K0V_Fe-1.3,PM*,120.1339,29.2124,-,,45.0,THE_YARARA
252,HD54371,Gaia DR3 882872210352301568,HD54371,HIP34567,-,TIC87869692,-,-,J07096+2544A,G6V,SB*,107.3974,25.7286,07096+2544,,10.9,THE_stellar(RHK+Mamajek)
253,HD52711,Gaia DR3 887822001246832384,HD52711,HIP34017,GJ262,TIC91686663,-,-,-,G0V,PM*,105.8769,29.3371,-,,15.9,THE_stellar(RHK+Mamajek)
254,HD56124,Gaia DR3 890234402772937472,HD56124,HIP35265,-,TIC371148289,-,-,-,G0,PM*,109.2897,33.0921,-,,11.6,THE_stellar(RHK+Mamajek)
256,HD59747,Gaia DR3 898639447612575104,HD59747,HIP36704,-,TIC16045498,-,-,-,K1V(k),BY*,113.2524,37.0298,-,,7.6,THE_stellar(RHK+Mamajek)
259,HD68017,Gaia DR3 902007870203594880,HD68017,HIP40118,GJ9256,TIC165852811,-,-,"J08116+3227Aa,Ab",G3V,**,122.9111,32.4572,08116+3227,,25.7,THE_stellar(RHK+Mamajek)
261,HD71148,Gaia DR3 918107434852949888,HD71148,HIP41484,GJ307.1+GJ9264,TIC27304566,-,-,-,G1V,PM*,126.9033,45.653,-,,17.9,THE_stellar(RHK+Mamajek)
263,HD62301,Gaia DR3 920377960724886144,HD62301,HIP37789,-,TIC21373524,-,-,-,F8V,PM*,116.2341,39.5564,-,,20.0,THE_stellar(RHK+Mamajek)
265,HD45391,Gaia DR3 942860190374658688,HD45391,HIP30862,-,TIC144135094,-,-,-,G1V,PM*,97.1918,36.48,-,,19.2,THE_stellar(RHK+Mamajek)
267,HD48682,Gaia DR3 952326504452337792,HD48682,HIP32480,GJ245,TIC307754027,-,56Aur+psi05Aur,-,F9V,PM*,101.6847,43.5774,-,,7.0,THE_stellar(RHK+Mamajek)
268,HD49197,Gaia DR3 952346742338146176,HD49197,HIP32702,-,TIC191833127,-,-,-,F5,PM*,102.3389,43.7591,-,,1.3,THE_stellar(RHK+Mamajek)
268,HD49197,Gaia DR3 952346742338146176,HD49197,HIP32702,-,TIC191833127,-,-,-,F5,PM*,102.3389,43.7591,-,,1.29,THE_VSINI
268,HD49197,Gaia DR3 952346742338146176,HD49197,HIP32702,-,TIC191833127,-,-,-,F5,PM*,102.3389,43.7591,-,4.4,,THE_YARARA
269,HD44614,Gaia DR3 955687952016048000,HD44614,HIP30486,-,TIC197117103,-,-,-,G0,PM*,96.1286,38.5692,-,,13.9,THE_stellar(RHK+Mamajek)
270,HD40979,Gaia DR3 961428192989499904,HD40979,HIP28767,-,TIC440489582,-,-,J06045+4416A,F8,PM*,91.1248,44.2604,06045+4416,,5.0,THE_stellar(RHK+Mamajek)
270,HD40979,Gaia DR3 961428192989499904,HD40979,HIP28767,-,TIC440489582,-,-,J06045+4416A,F8,PM*,91.1248,44.2604,06045+4416,,6.42,THE_VSINI
271,HD48410,Gaia DR3 964389315240441984,HD48410,HIP32382,-,TIC307650431,-,-,-,G0,PM*,101.3707,44.2334,-,,17.7,THE_stellar(RHK+Mamajek)
272,HD43523,Gaia DR3 968931157257437312,HD43523,HIP30023,-,TIC189847689,-,-,-,F5,*,94.77,47.394,-,,4.6,THE_stellar(RHK+Mamajek)
273,HD40650,Gaia DR3 969752767321089792,HD40650,HIP28634,-,TIC440462174,-,-,-,F7V,PM*,90.6881,47.8095,-,,10.9,THE_stellar(RHK+Mamajek)
274,HD55575,Gaia DR3 974887555341533440,HD55575,HIP35136,GJ1095,TIC156890613,-,-,-,F9V,PM*,108.9589,47.24,-,,13.4,THE_stellar(RHK+Mamajek)
275,22Lyn,Gaia DR3 976893923544104576,HD58855,HIP36439,GJ9234,TIC328324648,-,22Lyn,J07299+4940A,F6V,PM*,112.4832,49.6725,07299+4940,,4.8,THE_stellar(RHK+Mamajek)
276,HD63332,Gaia DR3 984918228123275776,HD63332,HIP38325,-,TIC53336409,-,-,-,F6V,PM*,117.7738,54.1292,-,,3.9,THE_stellar(RHK+Mamajek)
277,HD47309,Gaia DR3 992524409046563840,HD47309,HIP31965,-,TIC252872174,-,-,-,G0,PM*,100.2043,51.9783,-,,20.3,THE_stellar(RHK+Mamajek)
278,HD42819,Gaia DR3 998074365785799552,HD42819,HIP29777,-,TIC322676499,-,-,-,G0,PM*,94.0513,56.9344,-,,13.2,THE_stellar(RHK+Mamajek)
279,HD46317,Gaia DR3 1001431106066942848,HD46317,HIP31552,-,TIC444898583,-,-,-,F5,PM*,99.0631,58.1068,-,,7.2,THE_stellar(RHK+Mamajek)
280,HD78899,Gaia DR3 1012870940436984064,HD78899,HIP45187,GJ3539,TIC279825533,-,-,-,G5,SB*,138.1176,49.2065,-,,11.1,THE_stellar(RHK+Mamajek)
281,HD73636,Gaia DR3 1014542369909518976,HD73636,HIP42627,-,TIC332228814,-,-,-,G0,SB*,130.3107,47.4806,-,,9.8,THE_stellar(RHK+Mamajek)
282,HD75616,Gaia DR3 1017229679407710336,HD75616,HIP43625,-,TIC10057347,-,-,-,F5,*,133.2754,52.3902,-,,1.0,THE_stellar(RHK+Mamajek)
282,HD75616,Gaia DR3 1017229679407710336,HD75616,HIP43625,-,TIC10057347,-,-,-,F5,*,133.2754,52.3902,-,,3.97,THE_VSINI
283,HD79211,Gaia DR3 1022456104850892928,HD79211,HIP120005,GJ338B,TIC251078597,-,-,J09144+5241B,M0V,PM*,138.6028,52.6864,09144+5241,29.1,,THE_YARARA
283,HD79211,Gaia DR3 1022456104850892928,HD79211,HIP120005,GJ338B,TIC251078597,-,-,J09144+5241B,M0V,PM*,138.6028,52.6864,09144+5241,,44.7,THE_stellar(RHK+Mamajek)
284,HD79210,Gaia DR3 1022456139210632064,HD79210,HIP45343,GJ338A,TIC251078595,-,-,J09144+5241A,K7V,SB*,138.5949,52.6866,09144+5241,,42.2,THE_stellar(RHK+Mamajek)
285,HD71881,Gaia DR3 1027330446055197952,HD71881,HIP41844,-,TIC282854588,-,-,-,G1V,**,127.9793,50.6167,-,,15.5,THE_stellar(RHK+Mamajek)
286,HD71244,Gaia DR3 1029035891669372800,HD71244,HIP41598,-,TIC71148871,-,-,-,G0,PM*,127.2159,53.8623,-,,11.2,THE_stellar(RHK+Mamajek)
287,HD68638,Gaia DR3 1035000055055287680,HD68638,HIP40497,-,TIC81041820,-,-,J08161+5706A,G8V,SB*,124.0263,57.0941,08161+5706,,3.59,THE_VSINI
289,HD86884,Gaia DR3 1046616429761951232,HD86884,HIP49246,-,TIC137882612,-,-,-,F8,PM*,150.7995,58.0978,-,,5.1,THE_stellar(RHK+Mamajek)
290,HD100446,Gaia DR3 1056358927417808384,HD100446,HIP56423,-,TIC100012575,-,-,-,F8,PM*,173.5294,65.2425,-,,30.5,THE_stellar(RHK+Mamajek)
291,HD97584A,Gaia DR3 1078773262224027520,HD97584A,HIP54952,GJ420A,TIC142591776,-,-,J11152+7329A,K4V,PM*,168.7996,73.4752,11152+7329,,13.3,THE_stellar(RHK+Mamajek)
292,HD72905,Gaia DR3 1092545710514654464,HD72905,HIP42438,GJ311,TIC417762326,-,3UMa+pi.01UMa,-,G0.5V,BY*,129.7988,65.0209,-,,2.8,THE_stellar(RHK+Mamajek)
292,HD72905,Gaia DR3 1092545710514654464,HD72905,HIP42438,GJ311,TIC417762326,-,3UMa+pi.01UMa,-,G0.5V,BY*,129.7988,65.0209,-,,3.61,THE_VSINI
293,HD66751,Gaia DR3 1098326392897863680,HD66751,HIP40015,GJ296.2+GJ9253,TIC71561609,-,-,-,F8V,PM*,122.5853,69.7251,-,,10.8,THE_stellar(RHK+Mamajek)
296,HD42250,Gaia DR3 1107458592882148096,HD42250,HIP29761,GJ9205,TIC468874310,-,-,-,G9V,PM*,94.0112,70.7816,-,,32.7,THE_stellar(RHK+Mamajek)
297,HD41476,Gaia DR3 1107751475291132160,HD41476,HIP29421,-,TIC468838503,-,-,-,F5,*,92.9754,71.1308,-,,7.9,THE_stellar(RHK+Mamajek)
298,HD51370,Gaia DR3 1110103708620333696,HD51370,HIP34024,-,TIC417757111,-,-,-,F8,PM*,105.8899,71.7581,-,,3.12,THE_VSINI
298,HD51370,Gaia DR3 1110103708620333696,HD51370,HIP34024,-,TIC417757111,-,-,-,F8,PM*,105.8899,71.7581,-,,5.5,THE_stellar(RHK+Mamajek)
299,HD83186,Gaia DR3 1119805008948282880,HD83186,HIP47469,-,TIC159504148,-,-,-,F9V,PM*,145.1451,71.7554,-,,14.5,THE_stellar(RHK+Mamajek)
300,HD130125,Gaia DR3 1157737335472646016,HD130125,HIP72223,-,TIC368788381,-,-,-,F7/8V,PM*,221.5681,3.5041,-,,6.18,THE_VSINI
300,HD130125,Gaia DR3 1157737335472646016,HD130125,HIP72223,-,TIC368788381,-,-,-,F7/8V,PM*,221.5681,3.5041,-,,7.3,THE_stellar(RHK+Mamajek)
301,HD132756,Gaia DR3 1161797900633510144,HD132756,HIP73449,-,TIC368894360,-,-,-,G0,SB*,225.1458,8.6002,-,,2.89,THE_VSINI
