,code,star,ins,drs,pipeline,yvx,ra,dec,teff,logg,feh,mhk,mhk_err,rhk,rhk_err,fwhm_ins,fwhm_g2,fwhm_garfield,fwhm_kitty,vsini,sb1,sb2,IF_SPEC,IF_CCF
660,HD195019_HARPS03_3.5_Snaky,HD195019,HARPS03,3.5,Snaky,YV0,307.077652,18.769494,5764.0,4.21,0.09,2.9,15.48,-4.97,0.161,3.35,7.58,6.23,5.88,1.95,0.0,0.0,1,1
661,HD195019_HARPS15_3.3.6_Snaky,HD195019,HARPS15,3.3.6,Snaky,YV0,307.077652,18.769494,5789.0,4.24,0.09,1.0,4.24,-4.98,0.044,3.46,7.62,6.27,5.92,2.1,0.0,0.0,1,1
662,HD195019_HARPS15_3.5_Snaky,HD195019,HARPS15,3.5,Snaky,YV0,307.077652,18.769494,5768.0,4.22,0.09,0.9,11.91,-4.98,0.124,3.48,7.63,6.28,5.93,2.12,0.0,0.0,1,1
663,HD195034_HARPS03_3.3.6_Snaky,HD195034,HARPS03,3.3.6,Snaky,YV0,307.049231,22.128992,5730.0,4.39,-0.02,11.6,12.25,-4.89,0.103,3.36,7.56,6.24,5.92,2.14,0.0,0.0,1,1
664,HD195034_SOPHIE_1.0_Snaky,HD195034,SOPHIE,1.0,Snaky,YV0,307.049167,22.128972,5722.0,4.43,-0.07,6.7,15.76,-4.92,0.141,4.2,7.99,6.7,6.34,1.83,0.0,0.0,1,1
665,HD195104_SOPHIE_1.0_Snaky,HD195104,SOPHIE,1.0,Snaky,YV0,307.298729,4.456556,6041.0,4.34,-0.13,-12.3,64.68,-5.56,0.452,4.69,9.83,8.55,8.02,4.48,0.0,0.0,1,1
666,HD195146_SOPHIE_1.0_Snaky,HD195146,SOPHIE,1.0,Snaky,YV0,302.151667,85.124278,6022.0,4.29,-0.05,-8.1,22.81,-5.17,0.309,4.45,8.97,7.66,7.19,3.33,0.0,0.0,1,1
667,HD195663_SOPHIE_1.0_Snaky,HD195663,SOPHIE,1.0,Snaky,YV0,307.577917,54.681,6109.0,4.25,-0.03,35.1,53.56,-4.74,0.35,4.17,11.48,9.71,9.15,5.66,0.0,0.0,1,1
668,HD195838_CORALIE14_3.8_Snaky,HD195838,CORALIE14,3.8,Snaky,YV0,308.548735,-13.721091,6121.0,4.23,0.05,0.5,18.15,-5.06,0.203,5.08,11.05,9.34,8.75,5.06,0.0,0.0,1,1
669,HD195838_SOPHIE_1.0_Snaky,HD195838,SOPHIE,1.0,Snaky,YV0,308.548583,-13.72125,6087.0,4.25,-0.05,-68.2,92.57,-6.36,0.289,4.33,10.56,9.03,8.42,4.92,0.0,0.0,1,1
670,HD195850_SOPHIE_1.0_Snaky,HD195850,SOPHIE,1.0,Snaky,YV0,305.181958,82.368167,6373.0,4.23,-0.26,-18.1,59.56,-5.42,0.478,3.93,18.72,14.78,13.27,8.42,1.0,1.0,1,1
671,HD195987_SOPHIE_1.0_Snaky,HD195987,SOPHIE,1.0,Snaky,YV0,308.215167,41.898497,8086.0,3.97,-0.6,157.0,93.82,-4.3,0.433,4.11,7.7,5.95,5.54,5.89,0.0,1.0,1,1
