,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,ID,WDS_code,hip,Sptype,mv1,mv2,period,ecc,prlx,semi_arcsec,semi_AU,inc,Mdyn,Mph,Msp,M1,M2,origin,bibcode,Ms2,node,T0,omega,sep_arcsec,sep_last,vmag,plx,dist,Ms,Flux_ratio,WDS(code),Ms1,src
82,HD33632,Gaia DR3 187247281185703296,HD33632,HIP24332,-,TIC187679739,-,-,J05133+3720A,F8V,PM*,78.3227,37.3373,53,05133+3720,,F8V+L9.5,6.5,11.0,,,,,,,,,,,,WDS_THE.csv,,0.38,,,,0.7,0.7,6.489,37.8953,26.388,1.07,1.58,05133+3720,,5
83,HD33632,Gaia DR3 187247281185703296,HD33632,HIP24332,-,TIC187679739,-,-,J05133+3720A,F8V,PM*,78.3227,37.3373,53,05133+3720,HIP24332,,6.5,11.0,107.0,0.12,,,,45.2,,,,,,ORB6,Bdt2021b,0.38,39.3,2047.28,-0.0,,,6.489,37.8953,26.388,1.07,1.58,05133+3720,,3
84,HD33632,Gaia DR3 187247281185703296,HD33632,HIP24332,-,TIC187679739,-,-,J05133+3720A,F8V,PM*,78.3227,37.3373,53,05133+3720,HIP24332,,6.48,11.0,1124.0,0.56,,,,74.6,,,,,,ORB6,Bdt2021b,0.38,8.6,,-1.0,,,6.489,37.8953,26.388,1.07,1.56,05133+3720,,4
85,HD33632,Gaia DR3 187247281185703296,HD33632,HIP24332,-,TIC187679739,-,-,J05133+3720A,F8V,PM*,78.3227,37.3373,53,05133+3720,,,6.48,,91.0,,,0.8,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,6.489,37.8953,26.388,1.07,,05133+3720,,2
86,HD34411,Gaia DR3 188771135583573504,HD34411,HIP24813,GJ197,TIC409104974,-,15Aur+lamAur,J05191+4006A,G1.5IV-VFe-1,PM*,79.7853,40.0991,54,05191+4006,,,,,,,,,,,,,,,,COMPOSITE,,,,,,,,4.701,79.6021,12.562,1.015,,05191+4006,,1
87,HD34411,Gaia DR3 188771135583573504,HD34411,HIP24813,GJ197,TIC409104974,-,15Aur+lamAur,J05191+4006A,G1.5IV-VFe-1,PM*,79.7853,40.0991,54,05191+4006,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,4.701,79.6021,12.562,1.015,,05191+4006,,2
88,HD36929A,Gaia DR3 194405990937384064,HD36929A,-,-,-,-,-,J05371+4150A,-,*,84.28,41.8283,55,05371+4150,,F8,7.45,8.57,,,,,,,,,,,,COMPOSITE,,0.84,,,,2.0,2.7,7.344,22.8408,43.781,1.085,35.65,05371+4150,,1
89,HD36929A,Gaia DR3 194405990937384064,HD36929A,-,-,-,-,-,J05371+4150A,-,*,84.28,41.8283,55,05371+4150,,F8,7.45,8.57,,,,,,,,,,,,WDS_THE.csv,,0.84,,,,2.0,2.7,7.344,22.8408,43.781,1.085,35.65,05371+4150,,2
90,HD31500A,Gaia DR3 199279271288398720,HD31500A,HIP23100,-,TIC121298627,-,-,J04582+4003A,F5,PM*,74.5541,40.0569,56,04582+4003,,F5,7.6,11.0,,,,,,,,,,,,WDS_THE.csv,,0.48,,,,1.6,1.8,7.21,20.6694,48.381,1.045,4.37,04582+4003,,2
91,HD31500A,Gaia DR3 199279271288398720,HD31500A,HIP23100,-,TIC121298627,-,-,J04582+4003A,F5,PM*,74.5541,40.0569,56,04582+4003,,F5,7.6,11.0,,,,,,,,,,,,COMPOSITE,,0.48,,,,1.6,1.8,7.21,20.6694,48.381,1.045,4.37,04582+4003,,1
92,HD29587,Gaia DR3 204358907633155840,HD29587,HIP21832,-,TIC391095065,-,-,-,G2V,SB*,70.4013,42.1184,57,,HIP21832,G2V+,7.29,,1481.0,0.33,,,,,,,,,,Pourbaix+04,1996ApJ...466..415M,,,,104.0,4.35,,7.294,36.647,27.287,0.765,,-,,2
93,HD29587,Gaia DR3 204358907633155840,HD29587,HIP21832,-,TIC391095065,-,-,-,G2V,SB*,70.4013,42.1184,57,,HIP21832,G2V+,7.29,,1481.0,0.33,,,,,,,,,,COMPOSITE,,,,,104.0,4.35,,7.294,36.647,27.287,0.765,,-,,1
94,HD22692A,Gaia DR3 218231518853187712,HD22692A,-,-,-,-,-,"J03401+3407Aa,Ab",-,**,55.03,34.1165,61,03401+3407,,,6.82,,947.0,,,2.93,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,7.432,22.0746,45.301,1.075,,03401+3407,,2
95,HD22692A,Gaia DR3 218231518853187712,HD22692A,-,-,-,-,-,"J03401+3407Aa,Ab",-,**,55.03,34.1165,61,03401+3407,HIP17129,,7.52,7.6,947.0,0.41,,,,114.3,,,,,,ORB6,Kiy2018a,1.06,131.0,,246.0,,,7.432,22.0746,45.301,1.075,92.9,03401+3407,,4
96,HD22692A,Gaia DR3 218231518853187712,HD22692A,-,-,-,-,-,"J03401+3407Aa,Ab",-,**,55.03,34.1165,61,03401+3407,,F9V,7.52,7.6,,,,,,,,,,,,WDS_THE.csv,,1.06,,,,1.9,1.9,7.432,22.0746,45.301,1.075,92.9,03401+3407,,6
97,HD22692A,Gaia DR3 218231518853187712,HD22692A,-,-,-,-,-,"J03401+3407Aa,Ab",-,**,55.03,34.1165,61,03401+3407,,F9V,5.5,9.3,,,,,,,,,,,,WDS_THE.csv,,0.45,,,,0.5,0.5,7.432,22.0746,45.301,1.075,3.02,03401+3407,,7
98,HD22692A,Gaia DR3 218231518853187712,HD22692A,-,-,-,-,-,"J03401+3407Aa,Ab",-,**,55.03,34.1165,61,03401+3407,,,6.82,,106.5,,,0.18,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,7.432,22.0746,45.301,1.075,,03401+3407,,3
99,HD22692A,Gaia DR3 218231518853187712,HD22692A,-,-,-,-,-,"J03401+3407Aa,Ab",-,**,55.03,34.1165,61,03401+3407,HIP17129,,7.52,,106.5,0.61,,,,106.8,,,,,,ORB6,GnR2015a,,65.5,1980.19,77.8,,,7.432,22.0746,45.301,1.075,,03401+3407,,5
100,HD22692A,Gaia DR3 218231518853187712,HD22692A,-,-,-,-,-,"J03401+3407Aa,Ab",-,**,55.03,34.1165,61,03401+3407,,,7.17,7.6,526.75,0.51,,1.5550000000000002,,110.55,,,,,,COMPOSITE,,1.06,98.25,1980.19,161.9,1.2,,7.432,22.0746,45.301,1.075,,03401+3407,,1
101,HD21847,Gaia DR3 221991882981235072,HD21847,HIP16517,-,TIC90665203,-,-,J03327+3540AB,F8,**,53.1663,35.6593,63,03327+3540,,F8,7.3,,,,,,,,,,,,,WDS_THE.csv,,,,,,0.2,0.2,7.29,19.3876,51.579,1.315,,03327+3540,,2
102,HD21847,Gaia DR3 221991882981235072,HD21847,HIP16517,-,TIC90665203,-,-,J03327+3540AB,F8,**,53.1663,35.6593,63,03327+3540,,F8,7.3,,,,,,,,,,,,,COMPOSITE,,,,,,0.2,0.2,7.29,19.3876,51.579,1.315,,03327+3540,,1
103,50Per,Gaia DR3 225668203191521280,HD25998,HIP19335,GJ161.1+GJ9145,TIC353257675,-,50Per,J04076+3804E,F8V,RS*,62.1526,38.0397,65,04076+3804,,,7.13,,590.0,,,3.87,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,5.522,47.1878,21.192,1.255,,04076+3804,,2
104,50Per,Gaia DR3 225668203191521280,HD25998,HIP19335,GJ161.1+GJ9145,TIC353257675,-,50Per,J04076+3804E,F8V,RS*,62.1526,38.0397,65,04076+3804,HIP19255,,7.32,9.69,590.0,0.25,,3.87,,104.0,,,,,,COMPOSITE,,0.73,160.15,2070.0,195.0,1.55,,5.522,47.1878,21.192,1.255,11.27,04076+3804,,1
105,50Per,Gaia DR3 225668203191521280,HD25998,HIP19335,GJ161.1+GJ9145,TIC353257675,-,50Per,J04076+3804E,F8V,RS*,62.1526,38.0397,65,04076+3804,,,7.3,9.7,590.0,0.25,,3.8,,104.0,,,,,,StelleDoppie,ORB6,0.72,160.0,2070.0,195.0,,,5.522,47.1878,21.192,1.255,10.96,04076+3804,,5
106,50Per,Gaia DR3 225668203191521280,HD25998,HIP19335,GJ161.1+GJ9145,TIC353257675,-,50Per,J04076+3804E,F8V,RS*,62.1526,38.0397,65,04076+3804,,K1V,7.32,9.69,,,,,,,,,,,,WDS_THE.csv,,0.73,,,,2.9,2.9,5.522,47.1878,21.192,1.255,11.27,04076+3804,,6
107,50Per,Gaia DR3 225668203191521280,HD25998,HIP19335,GJ161.1+GJ9145,TIC353257675,-,50Per,J04076+3804E,F8V,RS*,62.1526,38.0397,65,04076+3804,,K1V,7.32,,,,,,,,,,,,,WDS_THE.csv,,,,,,0.2,0.2,5.522,47.1878,21.192,1.255,,04076+3804,,7
108,50Per,Gaia DR3 225668203191521280,HD25998,HIP19335,GJ161.1+GJ9145,TIC353257675,-,50Per,J04076+3804E,F8V,RS*,62.1526,38.0397,65,04076+3804,HIP19255,,7.32,9.69,590.0,0.25,,,,104.0,,,,,,ORB6,Hei1986b,0.73,160.3,,195.0,,,5.522,47.1878,21.192,1.255,11.27,04076+3804,,4
109,50Per,Gaia DR3 225668203191521280,HD25998,HIP19335,GJ161.1+GJ9145,TIC353257675,-,50Per,J04076+3804E,F8V,RS*,62.1526,38.0397,65,04076+3804,HIP19255,K1V           ,7.32,9.69,590.0,0.25,49.06,3.87,,,,,,,,Malkov+12,2012A&A...546A..69M,0.73,,,,,,5.522,47.1878,21.192,1.255,11.27,04076+3804,,3
110,HD25444A,Gaia DR3 226778843075710976,HD25444A,-,-,-,-,-,J04041+3931A,-,PM*,61.0296,39.5097,67,04041+3931,,,7.4,9.4,496.0,0.71,,2.48,,110.0,,,,,,StelleDoppie,ORB6,0.6,190.0,1909.0,321.0,,,7.306,29.4244,33.985,0.945,15.85,04041+3931,,5
111,HD25444A,Gaia DR3 226778843075710976,HD25444A,-,-,-,-,-,J04041+3931A,-,PM*,61.0296,39.5097,67,04041+3931,HIP18986,G5            ,7.38,9.35,495.7,0.71,30.9,2.48,,,,,,,,Malkov+12,2012A&A...546A..69M,0.6,,,,,,7.306,29.4244,33.985,0.945,16.29,04041+3931,,3
112,HD25444A,Gaia DR3 226778843075710976,HD25444A,-,-,-,-,-,J04041+3931A,-,PM*,61.0296,39.5097,67,04041+3931,HIP18986,,7.38,9.35,495.7,0.71,,,,110.8,,,,,,ORB6,USN2006b,0.6,190.2,1909.98,321.1,,,7.306,29.4244,33.985,0.945,16.29,04041+3931,,4
113,HD25444A,Gaia DR3 226778843075710976,HD25444A,-,-,-,-,-,J04041+3931A,-,PM*,61.0296,39.5097,67,04041+3931,,G5,7.38,9.35,,,,,,,,,,,,WDS_THE.csv,,0.6,,,,1.6,1.6,7.306,29.4244,33.985,0.945,16.29,04041+3931,,6
114,HD25444A,Gaia DR3 226778843075710976,HD25444A,-,-,-,-,-,J04041+3931A,-,PM*,61.0296,39.5097,67,04041+3931,HIP18986,,7.38,9.35,495.7,0.71,,2.48,,110.4,,,,,,COMPOSITE,,0.6,190.1,1909.49,321.05,1.6,,7.306,29.4244,33.985,0.945,16.29,04041+3931,,1
115,HD25444A,Gaia DR3 226778843075710976,HD25444A,-,-,-,-,-,J04041+3931A,-,PM*,61.0296,39.5097,67,04041+3931,,,7.13,,495.7,,,2.48,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,7.306,29.4244,33.985,0.945,,04041+3931,,2
116,HD22521,Gaia DR3 237507744398899200,HD22521,HIP17022,-,TIC65577318,-,-,J03390+4232AB,G0,SB*,54.7383,42.5383,70,03390+4232,HIP17022,G0            ,6.74,14.2,3.0,0.63,24.78,0.01,,66.0,,,,,,COMPOSITE,,0.19,252.0,1992.21,233.0,1.995,,6.707,22.1954,45.054,1.075,,03390+4232,,1
117,HD22521,Gaia DR3 237507744398899200,HD22521,HIP17022,-,TIC65577318,-,-,J03390+4232AB,G0,SB*,54.7383,42.5383,70,03390+4232,HIP17022,G0            ,6.74,,3.0,0.49,24.78,0.01,,,,,,,,Malkov+12,2012A&A...546A..69M,,,,,,,6.707,22.1954,45.054,1.075,,03390+4232,,3
118,HD22521,Gaia DR3 237507744398899200,HD22521,HIP17022,-,TIC65577318,-,-,J03390+4232AB,G0,SB*,54.7383,42.5383,70,03390+4232,,G0,6.6,14.2,,,,,,,,,,,,WDS_THE.csv,,0.19,,,,1.7,1.7,6.707,22.1954,45.054,1.075,0.09,03390+4232,,9
119,HD22521,Gaia DR3 237507744398899200,HD22521,HIP17022,-,TIC65577318,-,-,J03390+4232AB,G0,SB*,54.7383,42.5383,70,,HIP17022,G0+,,,1009.4,0.66,,,,,,,,,,Pourbaix+04,2014Obs...134..245G,,,,326.0,2.29,,6.707,22.1954,45.054,1.075,,03390+4232,,7
120,HD22521,Gaia DR3 237507744398899200,HD22521,HIP17022,-,TIC65577318,-,-,J03390+4232AB,G0,SB*,54.7383,42.5383,70,03390+4232,HIP17022,,6.74,,3.0,0.49,,,,66.0,,,,,,ORB6,Gln2007,,252.0,1992.21,140.0,,,6.707,22.1954,45.054,1.075,,03390+4232,,6
121,HD22521,Gaia DR3 237507744398899200,HD22521,HIP17022,-,TIC65577318,-,-,J03390+4232AB,G0,SB*,54.7383,42.5383,70,03390+4232,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,6.707,22.1954,45.054,1.075,,03390+4232,,8
122,HD22521,Gaia DR3 237507744398899200,HD22521,HIP17022,-,TIC65577318,-,-,J03390+4232AB,G0,SB*,54.7383,42.5383,70,03390+4232,HIP17022,G0            ,6.74,,3.0,0.68,24.78,0.01,,,,,,,,Malkov+12,2012A&A...546A..69M,,,,,,,6.707,22.1954,45.054,1.075,,03390+4232,,4
123,HD22521,Gaia DR3 237507744398899200,HD22521,HIP17022,-,TIC65577318,-,-,J03390+4232AB,G0,SB*,54.7383,42.5383,70,03390+4232,,,6.73,,3.0,,,0.01,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,6.707,22.1954,45.054,1.075,,03390+4232,,2
124,HD22521,Gaia DR3 237507744398899200,HD22521,HIP17022,-,TIC65577318,-,-,J03390+4232AB,G0,SB*,54.7383,42.5383,70,03390+4232,HIP17022,G0            ,6.74,,3.1,0.63,24.78,0.02,,,,,,,,Malkov+12,2012A&A...546A..69M,,,,,,,6.707,22.1954,45.054,1.075,,03390+4232,,5
125,HD23050,Gaia DR3 243285849800883456,HD23050,HIP17409,-,TIC431871650,-,-,J03438+4236A,G0VgG1mF9,PM*,55.9487,42.6034,72,03438+4236,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,7.481,21.9519,45.554,0.855,,03438+4236,,2
126,HD23050,Gaia DR3 243285849800883456,HD23050,HIP17409,-,TIC431871650,-,-,J03438+4236A,G0VgG1mF9,PM*,55.9487,42.6034,72,03438+4236,,,,,,,,,,,,,,,,COMPOSITE,,,,,,,,7.481,21.9519,45.554,0.855,,03438+4236,,1
127,HD23140,Gaia DR3 244808226728958848,HD23140,HIP17491,GJ150.2+GJ9123,TIC431898298,-,-,J03448+4602AB,K0V,SB*,56.2035,46.0358,73,03448+4602,,G9.5+K7,7.8,10.66,13.9,0.275,,0.26,,101.89500000000001,1.54,1.54,0.79,,,COMPOSITE,,0.45,100.84,2019.12,250.5,0.2,0.2,7.689,40.3275,24.797,0.855,7.87,03448+4602,,1
128,HD23140,Gaia DR3 244808226728958848,HD23140,HIP17491,GJ150.2+GJ9123,TIC431898298,-,-,J03448+4602AB,K0V,SB*,56.2035,46.0358,73,03448+4602,HIP17491,K2            ,7.8,10.5,13.9,0.28,38.63,0.26,,,1.54,1.54,0.79,,,Malkov+12,2012A&A...546A..69M,0.46,,,,,,7.689,40.3275,24.797,0.855,8.32,03448+4602,,3
129,HD23140,Gaia DR3 244808226728958848,HD23140,HIP17491,GJ150.2+GJ9123,TIC431898298,-,-,J03448+4602AB,K0V,SB*,56.2035,46.0358,73,03448+4602,HIP17491,,7.9,10.66,13.7,0.27,,,,101.79,,,,,,ORB6,MnA2019,0.45,100.68,2019.24,250.5,,,7.689,40.3275,24.797,0.855,7.87,03448+4602,,4
130,HD23140,Gaia DR3 244808226728958848,HD23140,HIP17491,GJ150.2+GJ9123,TIC431898298,-,-,J03448+4602AB,K0V,SB*,56.2035,46.0358,73,03448+4602,,K2,7.8,9.0,,,,,,,,,,,,WDS_THE.csv,,0.65,,,,0.0,0.0,7.689,40.3275,24.797,0.855,33.11,03448+4602,,7
131,HD23140,Gaia DR3 244808226728958848,HD23140,HIP17491,GJ150.2+GJ9123,TIC431898298,-,-,J03448+4602AB,K0V,SB*,56.2035,46.0358,73,03448+4602,,,7.9,10.7,13.6,0.27,,,,102.0,,,,,,StelleDoppie,ORB6,0.45,101.0,2019.0,251.0,,,7.689,40.3275,24.797,0.855,7.59,03448+4602,,6
132,HD23140,Gaia DR3 244808226728958848,HD23140,HIP17491,GJ150.2+GJ9123,TIC431898298,-,-,J03448+4602AB,K0V,SB*,56.2035,46.0358,73,,HIP17491,K0V+,7.71,,5121.0,0.28,,,,,,,,,,Pourbaix+04,2018A&A...619A..81H,,,,72.3,11.37,,7.689,40.3275,24.797,0.855,,03448+4602,,5
133,HD23140,Gaia DR3 244808226728958848,HD23140,HIP17491,GJ150.2+GJ9123,TIC431898298,-,-,J03448+4602AB,K0V,SB*,56.2035,46.0358,73,03448+4602,,G9.5+K7,7.9,10.66,,,,,,,,,,,,WDS_THE.csv,,0.45,,,,0.2,0.2,7.689,40.3275,24.797,0.855,7.87,03448+4602,,8
134,HD23140,Gaia DR3 244808226728958848,HD23140,HIP17491,GJ150.2+GJ9123,TIC431898298,-,-,J03448+4602AB,K0V,SB*,56.2035,46.0358,73,03448+4602,,,7.72,,13.9,,,0.26,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,7.689,40.3275,24.797,0.855,,03448+4602,,2
135,HD30649,Gaia DR3 254503754623418240,HD30649,HIP22596,GJ9168,TIC21240825,-,-,J04517+4550A,F9VgG1mF7,PM*,72.9316,45.8341,75,04517+4550,,G1V-VI,5.44,17.6,,,,,,,,,,,,WDS_THE.csv,,0.05,,,,7.1,7.1,6.97,32.2304,31.027,0.825,0.0,04517+4550,,4
136,HD30649,Gaia DR3 254503754623418240,HD30649,HIP22596,GJ9168,TIC21240825,-,-,J04517+4550A,F9VgG1mF7,PM*,72.9316,45.8341,75,04517+4550,,G1V-VI,5.44,16.0,,,,,,,,,,,,WDS_THE.csv,,0.07,,,,5.0,5.0,6.97,32.2304,31.027,0.825,0.01,04517+4550,,5
137,HD30649,Gaia DR3 254503754623418240,HD30649,HIP22596,GJ9168,TIC21240825,-,-,J04517+4550A,F9VgG1mF7,PM*,72.9316,45.8341,75,04517+4550,HIP22596,,,,71.3,0.59,,,19.34,109.78,,,,1.16,0.27,Qier_An+25,2025ApJS..280...61A,,,,,0.52,,6.97,32.2304,31.027,0.825,,04517+4550,,2
138,HD30649,Gaia DR3 254503754623418240,HD30649,HIP22596,GJ9168,TIC21240825,-,-,J04517+4550A,F9VgG1mF7,PM*,72.9316,45.8341,75,04517+4550,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,6.97,32.2304,31.027,0.825,,04517+4550,,3
139,HD30649,Gaia DR3 254503754623418240,HD30649,HIP22596,GJ9168,TIC21240825,-,-,J04517+4550A,F9VgG1mF7,PM*,72.9316,45.8341,75,04517+4550,,G1V-VI,6.8,14.8,,,,,,,,,,,,WDS_THE.csv,,0.13,,,,5.6,5.8,6.97,32.2304,31.027,0.825,0.06,04517+4550,,6
140,HD30649,Gaia DR3 254503754623418240,HD30649,HIP22596,GJ9168,TIC21240825,-,-,J04517+4550A,F9VgG1mF7,PM*,72.9316,45.8341,75,04517+4550,,G1V-VI,5.44,16.0,71.3,0.59,,,19.34,109.78,,,,1.16,0.27,COMPOSITE,,0.07,,,,5.3,5.8,6.97,32.2304,31.027,0.825,0.06,04517+4550,,1
141,HD33580,Gaia DR3 262575540063728384,HD33580,HIP24397,-,TIC446109560,-,-,J05140+5126AB,F8,**,78.5072,51.4307,77,05140+5126,,,7.19,,141.0,,,0.65,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,7.19,17.8075,56.156,1.065,,05140+5126,,2
142,HD33580,Gaia DR3 262575540063728384,HD33580,HIP24397,-,TIC446109560,-,-,J05140+5126AB,F8,**,78.5072,51.4307,77,05140+5126,HIP24397,,7.43,9.94,141.0,0.62,,0.63,,40.75,,,,,,COMPOSITE,,0.6,53.95,1971.13,312.95,0.8,,7.19,17.8075,56.156,1.065,9.91,05140+5126,,1
143,HD33580,Gaia DR3 262575540063728384,HD33580,HIP24397,-,TIC446109560,-,-,J05140+5126AB,F8,**,78.5072,51.4307,77,05140+5126,,F8,7.43,9.94,,,,,,,,,,,,WDS_THE.csv,,0.6,,,,0.8,0.8,7.19,17.8075,56.156,1.065,9.91,05140+5126,,6
144,HD33580,Gaia DR3 262575540063728384,HD33580,HIP24397,-,TIC446109560,-,-,J05140+5126AB,F8,**,78.5072,51.4307,77,05140+5126,,,7.5,9.9,141.0,0.62,,0.6,,41.0,,,,,,StelleDoppie,ORB6,0.61,54.0,1971.0,313.0,,,7.19,17.8075,56.156,1.065,10.96,05140+5126,,5
145,HD33580,Gaia DR3 262575540063728384,HD33580,HIP24397,-,TIC446109560,-,-,J05140+5126AB,F8,**,78.5072,51.4307,77,05140+5126,HIP24397,F8            ,7.43,9.94,131.0,0.51,17.46,0.63,,,,,,,,Malkov+12,2012A&A...546A..69M,0.6,,,,,,7.19,17.8075,56.156,1.065,9.91,05140+5126,,3
146,HD33580,Gaia DR3 262575540063728384,HD33580,HIP24397,-,TIC446109560,-,-,J05140+5126AB,F8,**,78.5072,51.4307,77,05140+5126,HIP24397,,7.43,9.94,141.0,0.62,,,,40.5,,,,,,ORB6,Doc2016c,0.6,53.9,1971.26,312.9,,,7.19,17.8075,56.156,1.065,9.91,05140+5126,,4
147,HD37394,Gaia DR3 263916708025623680,HD37394,HIP26779,GJ211,TIC311063391,-,-,J05413+5329A,K0V,BY*,85.3347,53.4811,78,05413+5329,,,,,,,,,,,,,,,,COMPOSITE,,,,,,,,6.222,81.4987,12.27,0.887,,05413+5329,,1
148,HD37394,Gaia DR3 263916708025623680,HD37394,HIP26779,GJ211,TIC311063391,-,-,J05413+5329A,K0V,BY*,85.3347,53.4811,78,05413+5329,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,6.222,81.4987,12.27,0.887,,05413+5329,,2
149,HD12051,Gaia DR3 304991163902854784,HD12051,HIP9269,GJ82.1,TIC284013790,-,-,J01591+3313A,G9V,PM*,29.7776,33.2097,86,01591+3313,,,,,,,,,,,,,,,,COMPOSITE,,,,,,,,7.138,40.4424,24.727,0.915,,01591+3313,,1
150,HD12051,Gaia DR3 304991163902854784,HD12051,HIP9269,GJ82.1,TIC284013790,-,-,J01591+3313A,G9V,PM*,29.7776,33.2097,86,01591+3313,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,7.138,40.4424,24.727,0.915,,01591+3313,,2
151,HD13974,Gaia DR3 326173044957518080,HD13974,HIP10644,GJ92,TIC63782132,-,8Tri+delTri,J02171+3413A,G0.5VFe-0.5,SB*,34.2635,34.2242,93,02171+3413,,,4.859999999999999,6.525,0.1,0.01,,0.01,,163.0,1.57,1.92,1.05,,,COMPOSITE,,0.625,37.0,1992.8049999999998,171.0,0.41,,4.872,91.6504,10.911,0.9,,02171+3413,,1
152,HD13974,Gaia DR3 326173044957518080,HD13974,HIP10644,GJ92,TIC63782132,-,8Tri+delTri,J02171+3413A,G0.5VFe-0.5,SB*,34.2635,34.2242,93,02171+3413,,,4.84,,0.1,,,0.01,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,4.872,91.6504,10.911,0.9,,02171+3413,,2
153,HD13974,Gaia DR3 326173044957518080,HD13974,HIP10644,GJ92,TIC63782132,-,8Tri+delTri,J02171+3413A,G0.5VFe-0.5,SB*,34.2635,34.2242,93,02171+3413,,F9V,5.0,6.9,,,,,,,,,,,,WDS_THE.csv,,0.58,,,,0.0,0.0,4.872,91.6504,10.911,0.9,17.38,02171+3413,,9
154,HD13974,Gaia DR3 326173044957518080,HD13974,HIP10644,GJ92,TIC63782132,-,8Tri+delTri,J02171+3413A,G0.5VFe-0.5,SB*,34.2635,34.2242,93,02171+3413,HIP10644,,4.85,,0.1,0.01,,,,163.0,,,,,,ORB6,Pbx2000b,,37.0,1992.81,171.0,,,4.872,91.6504,10.911,0.9,,02171+3413,,5
155,HD13974,Gaia DR3 326173044957518080,HD13974,HIP10644,GJ92,TIC63782132,-,8Tri+delTri,J02171+3413A,G0.5VFe-0.5,SB*,34.2635,34.2242,93,,HIP10644,G0V+,4.87,,10.1,0.01,,,,,,,,,,Pourbaix+04,1976ApJS...30..273A,,,,61.0,0.41,,4.872,91.6504,10.911,0.9,,02171+3413,,6
156,HD13974,Gaia DR3 326173044957518080,HD13974,HIP10644,GJ92,TIC63782132,-,8Tri+delTri,J02171+3413A,G0.5VFe-0.5,SB*,34.2635,34.2242,93,02171+3413,HIP10644,G0            ,4.85,6.15,0.1,0.02,92.73,0.01,,,1.57,1.92,1.05,,,Malkov+12,2012A&A...546A..69M,0.67,,,,,,4.872,91.6504,10.911,0.9,30.2,02171+3413,,3
157,HD13974,Gaia DR3 326173044957518080,HD13974,HIP10644,GJ92,TIC63782132,-,8Tri+delTri,J02171+3413A,G0.5VFe-0.5,SB*,34.2635,34.2242,93,,HIP10644,G0V+,4.87,,10.1,0.01,,,,,,,,,,Pourbaix+04,2000A&AS..145..215P,,,,351.91,0.41,,4.872,91.6504,10.911,0.9,,02171+3413,,7
158,HD13974,Gaia DR3 326173044957518080,HD13974,HIP10644,GJ92,TIC63782132,-,8Tri+delTri,J02171+3413A,G0.5VFe-0.5,SB*,34.2635,34.2242,93,02171+3413,HIP10644,G0            ,4.85,6.15,0.1,0.02,92.73,0.01,,,1.57,1.92,1.05,,,Malkov+12,2012A&A...546A..69M,0.67,,,,,,4.872,91.6504,10.911,0.9,30.2,02171+3413,,4
159,HD13974,Gaia DR3 326173044957518080,HD13974,HIP10644,GJ92,TIC63782132,-,8Tri+delTri,J02171+3413A,G0.5VFe-0.5,SB*,34.2635,34.2242,93,02171+3413,,,5.0,6.9,0.1,0.01,,,,163.0,,,,,,StelleDoppie,ORB6,0.58,37.0,1992.8,171.0,,,4.872,91.6504,10.911,0.9,17.38,02171+3413,,8
160,HD13531A,Gaia DR3 333053037107550080,HD13531A,HIP10339,-,TIC184737443,-,-,J02132+4030A,G7V,BY*,33.3056,40.5076,94,02132+4030,,,5.6,9.4,21.0,0.38,,0.32,,160.2,,,,,,COMPOSITE,,0.39,245.135,2002.095,350.11,0.35,,7.35,38.3338,26.087,0.945,3.02,02132+4030,,1
161,HD13531A,Gaia DR3 333053037107550080,HD13531A,HIP10339,-,TIC184737443,-,-,J02132+4030A,G7V,BY*,33.3056,40.5076,94,02132+4030,,,7.19,,21.0,,,0.32,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,7.35,38.3338,26.087,0.945,,02132+4030,,2
162,HD13531A,Gaia DR3 333053037107550080,HD13531A,HIP10339,-,TIC184737443,-,-,J02132+4030A,G7V,BY*,33.3056,40.5076,94,02132+4030,,,5.6,9.4,21.0,0.38,,0.32,,160.0,,,,,,StelleDoppie,ORB6,0.39,245.0,2002.0,350.0,,,7.35,38.3338,26.087,0.945,3.02,02132+4030,,4
